"idNo","condition","response","stimNum","polAffil"
"426896","liberal",1,29,"conservative"
"426896","liberal",-1,245,"conservative"
"426896","liberal",-1,48,"conservative"
"426896","liberal",-1,197,"conservative"
"426896","liberal",1,160,"conservative"
"426896","liberal",-1,57,"conservative"
"426896","liberal",1,92,"conservative"
"426896","liberal",-1,145,"conservative"
"426896","liberal",-1,222,"conservative"
"426896","liberal",-1,184,"conservative"
"426896","liberal",-1,173,"conservative"
"426896","liberal",-1,224,"conservative"
"426896","liberal",1,129,"conservative"
"426896","liberal",1,161,"conservative"
"426896","liberal",1,94,"conservative"
"426896","liberal",1,203,"conservative"
"426896","liberal",1,195,"conservative"
"426896","liberal",-1,86,"conservative"
"426896","liberal",1,78,"conservative"
"426896","liberal",-1,70,"conservative"
"426896","liberal",1,50,"conservative"
"426896","liberal",-1,35,"conservative"
"426896","liberal",-1,33,"conservative"
"426896","liberal",-1,182,"conservative"
"426896","liberal",1,46,"conservative"
"426896","liberal",-1,22,"conservative"
"426896","liberal",1,155,"conservative"
"426896","liberal",-1,216,"conservative"
"426896","liberal",1,36,"conservative"
"426896","liberal",-1,98,"conservative"
"426896","liberal",1,187,"conservative"
"426896","liberal",-1,115,"conservative"
"426896","liberal",-1,249,"conservative"
"426896","liberal",-1,66,"conservative"
"426896","liberal",-1,72,"conservative"
"426896","liberal",1,165,"conservative"
"426896","liberal",1,192,"conservative"
"426896","liberal",1,49,"conservative"
"426896","liberal",1,53,"conservative"
"426896","liberal",1,99,"conservative"
"426896","liberal",1,214,"conservative"
"426896","liberal",-1,228,"conservative"
"426896","liberal",-1,56,"conservative"
"426896","liberal",1,82,"conservative"
"426896","liberal",-1,6,"conservative"
"426896","liberal",1,162,"conservative"
"426896","liberal",1,220,"conservative"
"426896","liberal",1,5,"conservative"
"426896","liberal",1,125,"conservative"
"426896","liberal",1,27,"conservative"
"426896","liberal",1,43,"conservative"
"426896","liberal",-1,151,"conservative"
"426896","liberal",-1,138,"conservative"
"426896","liberal",-1,132,"conservative"
"426896","liberal",-1,44,"conservative"
"426896","liberal",1,100,"conservative"
"426896","liberal",-1,80,"conservative"
"426896","liberal",-1,20,"conservative"
"426896","liberal",-1,32,"conservative"
"426896","liberal",-1,152,"conservative"
"426896","liberal",1,169,"conservative"
"426896","liberal",-1,244,"conservative"
"426896","liberal",-1,75,"conservative"
"426896","liberal",-1,196,"conservative"
"426896","liberal",-1,37,"conservative"
"426896","liberal",-1,204,"conservative"
"426896","liberal",1,39,"conservative"
"426896","liberal",-1,59,"conservative"
"426896","liberal",1,172,"conservative"
"426896","liberal",1,130,"conservative"
"426896","liberal",-1,206,"conservative"
"426896","liberal",1,9,"conservative"
"426896","liberal",-1,239,"conservative"
"426896","liberal",1,186,"conservative"
"426896","liberal",-1,45,"conservative"
"426896","liberal",-1,183,"conservative"
"426896","liberal",-1,232,"conservative"
"426896","liberal",1,51,"conservative"
"426896","liberal",1,42,"conservative"
"426896","liberal",1,205,"conservative"
"426896","liberal",1,103,"conservative"
"426896","liberal",1,200,"conservative"
"426896","liberal",1,215,"conservative"
"426896","liberal",-1,170,"conservative"
"426896","liberal",1,230,"conservative"
"426896","liberal",1,3,"conservative"
"426896","liberal",1,126,"conservative"
"426896","liberal",-1,159,"conservative"
"426896","liberal",-1,108,"conservative"
"426896","liberal",1,147,"conservative"
"426896","liberal",1,148,"conservative"
"426896","liberal",-1,79,"conservative"
"426896","liberal",1,217,"conservative"
"426896","liberal",1,242,"conservative"
"426896","liberal",1,211,"conservative"
"426896","liberal",-1,40,"conservative"
"426896","liberal",-1,212,"conservative"
"426896","liberal",-1,123,"conservative"
"426896","liberal",-1,248,"conservative"
"426896","liberal",1,83,"conservative"
"426896","liberal",-1,13,"conservative"
"426896","liberal",1,171,"conservative"
"426896","liberal",1,202,"conservative"
"426896","liberal",1,34,"conservative"
"426896","liberal",-1,142,"conservative"
"184974","liberal",1,63,"conservative"
"184974","liberal",-1,61,"conservative"
"184974","liberal",-1,8,"conservative"
"184974","liberal",-1,193,"conservative"
"184974","liberal",-1,62,"conservative"
"184974","liberal",1,205,"conservative"
"184974","liberal",1,134,"conservative"
"184974","liberal",-1,209,"conservative"
"184974","liberal",1,112,"conservative"
"184974","liberal",1,167,"conservative"
"184974","liberal",1,188,"conservative"
"184974","liberal",1,20,"conservative"
"184974","liberal",1,94,"conservative"
"184974","liberal",-1,77,"conservative"
"184974","liberal",1,34,"conservative"
"184974","liberal",-1,132,"conservative"
"184974","liberal",-1,220,"conservative"
"184974","liberal",1,197,"conservative"
"184974","liberal",1,250,"conservative"
"184974","liberal",-1,183,"conservative"
"184974","liberal",-1,246,"conservative"
"184974","liberal",1,234,"conservative"
"184974","liberal",1,84,"conservative"
"184974","liberal",1,75,"conservative"
"184974","liberal",1,211,"conservative"
"184974","liberal",-1,145,"conservative"
"184974","liberal",-1,100,"conservative"
"184974","liberal",1,64,"conservative"
"184974","liberal",1,180,"conservative"
"184974","liberal",1,109,"conservative"
"184974","liberal",1,230,"conservative"
"184974","liberal",-1,136,"conservative"
"184974","liberal",-1,48,"conservative"
"184974","liberal",-1,201,"conservative"
"184974","liberal",-1,47,"conservative"
"184974","liberal",-1,149,"conservative"
"184974","liberal",-1,225,"conservative"
"184974","liberal",1,244,"conservative"
"184974","liberal",-1,164,"conservative"
"184974","liberal",-1,140,"conservative"
"184974","liberal",-1,203,"conservative"
"184974","liberal",1,98,"conservative"
"184974","liberal",-1,248,"conservative"
"184974","liberal",-1,153,"conservative"
"184974","liberal",-1,199,"conservative"
"184974","liberal",-1,95,"conservative"
"184974","liberal",1,9,"conservative"
"184974","liberal",1,125,"conservative"
"184974","liberal",1,7,"conservative"
"184974","liberal",1,118,"conservative"
"184974","liberal",-1,237,"conservative"
"184974","liberal",1,232,"conservative"
"184974","liberal",-1,187,"conservative"
"184974","liberal",1,115,"conservative"
"184974","liberal",-1,50,"conservative"
"184974","liberal",1,169,"conservative"
"184974","liberal",-1,86,"conservative"
"184974","liberal",1,72,"conservative"
"184974","liberal",1,54,"conservative"
"184974","liberal",1,104,"conservative"
"184974","liberal",1,156,"conservative"
"184974","liberal",-1,218,"conservative"
"184974","liberal",1,190,"conservative"
"184974","liberal",1,206,"conservative"
"184974","liberal",-1,91,"conservative"
"184974","liberal",-1,152,"conservative"
"184974","liberal",1,14,"conservative"
"184974","liberal",1,236,"conservative"
"184974","liberal",1,24,"conservative"
"184974","liberal",1,18,"conservative"
"184974","liberal",-1,37,"conservative"
"184974","liberal",1,186,"conservative"
"184974","liberal",-1,87,"conservative"
"184974","liberal",-1,219,"conservative"
"184974","liberal",-1,85,"conservative"
"184974","liberal",1,138,"conservative"
"184974","liberal",-1,194,"conservative"
"184974","liberal",1,89,"conservative"
"184974","liberal",-1,231,"conservative"
"184974","liberal",1,159,"conservative"
"184974","liberal",1,43,"conservative"
"184974","liberal",1,224,"conservative"
"184974","liberal",-1,46,"conservative"
"184974","liberal",-1,173,"conservative"
"184974","liberal",-1,207,"conservative"
"184974","liberal",-1,3,"conservative"
"184974","liberal",-1,33,"conservative"
"184974","liberal",-1,103,"conservative"
"184974","liberal",1,96,"conservative"
"184974","liberal",-1,170,"conservative"
"184974","liberal",1,131,"conservative"
"184974","liberal",1,192,"conservative"
"184974","liberal",-1,204,"conservative"
"184974","liberal",1,208,"conservative"
"184974","liberal",-1,102,"conservative"
"184974","liberal",-1,130,"conservative"
"184974","liberal",-1,182,"conservative"
"184974","liberal",-1,32,"conservative"
"184974","liberal",-1,121,"conservative"
"184974","liberal",1,122,"conservative"
"184974","liberal",1,11,"conservative"
"184974","liberal",-1,184,"conservative"
"184974","liberal",-1,17,"conservative"
"184974","liberal",-1,38,"conservative"
"184974","liberal",1,101,"conservative"
"184974","liberal",1,90,"conservative"
"184974","liberal",-1,28,"conservative"
"184974","liberal",-1,35,"conservative"
"184974","liberal",1,171,"conservative"
"184974","liberal",1,243,"conservative"
"184974","liberal",-1,26,"conservative"
"184974","liberal",1,80,"conservative"
"184974","liberal",-1,59,"conservative"
"184974","liberal",-1,127,"conservative"
"184974","liberal",1,5,"conservative"
"184974","liberal",-1,223,"conservative"
"184974","liberal",1,227,"conservative"
"184974","liberal",-1,151,"conservative"
"184974","liberal",1,158,"conservative"
"184974","liberal",1,31,"conservative"
"184974","liberal",-1,56,"conservative"
"184974","liberal",1,196,"conservative"
"184974","liberal",1,92,"conservative"
"184974","liberal",1,189,"conservative"
"184974","liberal",-1,110,"conservative"
"184974","liberal",1,39,"conservative"
"184974","liberal",-1,177,"conservative"
"184974","liberal",-1,141,"conservative"
"184974","liberal",-1,66,"conservative"
"184974","liberal",-1,119,"conservative"
"184974","liberal",1,83,"conservative"
"184974","liberal",1,137,"conservative"
"184974","liberal",1,108,"conservative"
"184974","liberal",-1,57,"conservative"
"184974","liberal",1,212,"conservative"
"184974","liberal",1,120,"conservative"
"184974","liberal",-1,79,"conservative"
"184974","liberal",-1,226,"conservative"
"184974","liberal",-1,23,"conservative"
"184974","liberal",1,181,"conservative"
"184974","liberal",-1,191,"conservative"
"184974","liberal",-1,221,"conservative"
"184974","liberal",1,155,"conservative"
"184974","liberal",1,16,"conservative"
"184974","liberal",-1,44,"conservative"
"184974","liberal",1,22,"conservative"
"184974","liberal",1,51,"conservative"
"184974","liberal",-1,73,"conservative"
"184974","liberal",1,161,"conservative"
"184974","liberal",-1,13,"conservative"
"184974","liberal",-1,133,"conservative"
"184974","liberal",-1,55,"conservative"
"184974","liberal",1,10,"conservative"
"184974","liberal",1,245,"conservative"
"184974","liberal",1,214,"conservative"
"184974","liberal",1,235,"conservative"
"184974","liberal",-1,128,"conservative"
"184974","liberal",-1,21,"conservative"
"184974","liberal",1,172,"conservative"
"184974","liberal",1,175,"conservative"
"184974","liberal",-1,162,"conservative"
"184974","liberal",1,25,"conservative"
"184974","liberal",-1,216,"conservative"
"184974","liberal",-1,195,"conservative"
"184974","liberal",1,15,"conservative"
"184974","liberal",1,60,"conservative"
"184974","liberal",1,142,"conservative"
"184974","liberal",1,69,"conservative"
"184974","liberal",-1,30,"conservative"
"184974","liberal",1,165,"conservative"
"184974","liberal",1,68,"conservative"
"184974","liberal",1,52,"conservative"
"184974","liberal",1,97,"conservative"
"184974","liberal",1,228,"conservative"
"184974","liberal",1,174,"conservative"
"184974","liberal",-1,154,"conservative"
"184974","liberal",-1,241,"conservative"
"184974","liberal",-1,105,"conservative"
"184974","liberal",-1,148,"conservative"
"184974","liberal",1,217,"conservative"
"184974","liberal",-1,76,"conservative"
"184974","liberal",1,81,"conservative"
"184974","liberal",-1,240,"conservative"
"184974","liberal",1,163,"conservative"
"184974","liberal",1,200,"conservative"
"184974","liberal",-1,129,"conservative"
"184974","liberal",1,213,"conservative"
"184974","liberal",1,45,"conservative"
"184974","liberal",1,139,"conservative"
"184974","liberal",1,238,"conservative"
"184974","liberal",-1,36,"conservative"
"184974","liberal",-1,239,"conservative"
"184974","liberal",1,111,"conservative"
"184974","liberal",1,144,"conservative"
"184974","liberal",1,99,"conservative"
"184974","liberal",1,106,"conservative"
"184974","liberal",1,41,"conservative"
"184974","liberal",1,70,"conservative"
"184974","liberal",1,65,"conservative"
"184974","liberal",1,74,"conservative"
"184974","liberal",1,4,"conservative"
"184974","liberal",1,107,"conservative"
"184974","liberal",1,19,"conservative"
"184974","liberal",1,12,"conservative"
"184974","liberal",1,117,"conservative"
"184974","liberal",1,146,"conservative"
"184974","liberal",1,67,"conservative"
"184974","liberal",1,29,"conservative"
"184974","liberal",-1,166,"conservative"
"184974","liberal",1,215,"conservative"
"184974","liberal",-1,249,"conservative"
"184974","liberal",1,222,"conservative"
"184974","liberal",-1,229,"conservative"
"184974","liberal",-1,135,"conservative"
"184974","liberal",1,114,"conservative"
"184974","liberal",1,53,"conservative"
"184974","liberal",-1,123,"conservative"
"184974","liberal",-1,82,"conservative"
"184974","liberal",-1,185,"conservative"
"184974","liberal",-1,198,"conservative"
"184974","liberal",-1,176,"conservative"
"184974","liberal",-1,150,"conservative"
"184974","liberal",-1,93,"conservative"
"184974","liberal",-1,113,"conservative"
"184974","liberal",1,6,"conservative"
"184974","liberal",-1,88,"conservative"
"184974","liberal",-1,27,"conservative"
"184974","liberal",1,40,"conservative"
"184974","liberal",-1,78,"conservative"
"184974","liberal",-1,157,"conservative"
"184974","liberal",1,116,"conservative"
"184974","liberal",1,49,"conservative"
"184974","liberal",1,247,"conservative"
"184974","liberal",-1,71,"conservative"
"184974","liberal",1,233,"conservative"
"184974","liberal",1,178,"conservative"
"184974","liberal",-1,160,"conservative"
"184974","liberal",1,143,"conservative"
"184974","liberal",-1,124,"conservative"
"184974","liberal",-1,2,"conservative"
"184974","liberal",1,147,"conservative"
"184974","liberal",1,42,"conservative"
"184974","liberal",1,210,"conservative"
"184974","liberal",-1,126,"conservative"
"184974","liberal",-1,58,"conservative"
"184974","liberal",-1,202,"conservative"
"184974","liberal",-1,168,"conservative"
"184974","liberal",-1,179,"conservative"
"184974","liberal",-1,242,"conservative"
"184974","liberal",-1,1,"conservative"
"574089","liberal",-1,96,"liberal"
"574089","liberal",1,181,"liberal"
"574089","liberal",-1,148,"liberal"
"574089","liberal",1,156,"liberal"
"574089","liberal",-1,87,"liberal"
"574089","liberal",-1,97,"liberal"
"574089","liberal",-1,145,"liberal"
"574089","liberal",-1,7,"liberal"
"574089","liberal",1,27,"liberal"
"574089","liberal",1,59,"liberal"
"574089","liberal",-1,118,"liberal"
"574089","liberal",1,35,"liberal"
"574089","liberal",-1,106,"liberal"
"574089","liberal",1,49,"liberal"
"574089","liberal",1,236,"liberal"
"574089","liberal",-1,119,"liberal"
"574089","liberal",1,112,"liberal"
"574089","liberal",-1,241,"liberal"
"574089","liberal",1,244,"liberal"
"574089","liberal",1,168,"liberal"
"574089","liberal",-1,121,"liberal"
"574089","liberal",1,40,"liberal"
"574089","liberal",1,86,"liberal"
"574089","liberal",1,53,"liberal"
"574089","liberal",1,160,"liberal"
"574089","liberal",-1,237,"liberal"
"574089","liberal",-1,81,"liberal"
"574089","liberal",1,66,"liberal"
"574089","liberal",-1,164,"liberal"
"574089","liberal",-1,30,"liberal"
"574089","liberal",-1,216,"liberal"
"574089","liberal",1,189,"liberal"
"574089","liberal",1,209,"liberal"
"574089","liberal",-1,157,"liberal"
"574089","liberal",1,19,"liberal"
"574089","liberal",-1,18,"liberal"
"574089","liberal",1,212,"liberal"
"574089","liberal",-1,210,"liberal"
"574089","liberal",-1,180,"liberal"
"574089","liberal",-1,124,"liberal"
"574089","liberal",-1,29,"liberal"
"574089","liberal",-1,200,"liberal"
"574089","liberal",-1,185,"liberal"
"574089","liberal",-1,68,"liberal"
"574089","liberal",-1,233,"liberal"
"574089","liberal",-1,146,"liberal"
"574089","liberal",-1,152,"liberal"
"574089","liberal",-1,248,"liberal"
"574089","liberal",1,52,"liberal"
"574089","liberal",1,224,"liberal"
"574089","liberal",1,24,"liberal"
"574089","liberal",-1,74,"liberal"
"574089","liberal",1,167,"liberal"
"574089","liberal",1,109,"liberal"
"574089","liberal",-1,58,"liberal"
"574089","liberal",-1,84,"liberal"
"574089","liberal",1,26,"liberal"
"574089","liberal",1,10,"liberal"
"574089","liberal",1,205,"liberal"
"574089","liberal",1,230,"liberal"
"574089","liberal",-1,126,"liberal"
"574089","liberal",-1,82,"liberal"
"574089","liberal",-1,9,"liberal"
"574089","liberal",-1,136,"liberal"
"574089","liberal",1,243,"liberal"
"574089","liberal",1,65,"liberal"
"574089","liberal",-1,95,"liberal"
"574089","liberal",1,61,"liberal"
"574089","liberal",-1,11,"liberal"
"574089","liberal",-1,98,"liberal"
"574089","liberal",1,199,"liberal"
"574089","liberal",-1,8,"liberal"
"574089","liberal",1,25,"liberal"
"574089","liberal",-1,219,"liberal"
"574089","liberal",1,85,"liberal"
"574089","liberal",-1,246,"liberal"
"574089","liberal",-1,33,"liberal"
"574089","liberal",1,122,"liberal"
"574089","liberal",1,94,"liberal"
"574089","liberal",-1,239,"liberal"
"574089","liberal",-1,162,"liberal"
"574089","liberal",1,176,"liberal"
"574089","liberal",1,50,"liberal"
"574089","liberal",1,215,"liberal"
"574089","liberal",-1,105,"liberal"
"574089","liberal",-1,93,"liberal"
"574089","liberal",-1,175,"liberal"
"574089","liberal",1,172,"liberal"
"574089","liberal",1,125,"liberal"
"574089","liberal",1,103,"liberal"
"574089","liberal",1,117,"liberal"
"574089","liberal",-1,56,"liberal"
"574089","liberal",1,184,"liberal"
"574089","liberal",-1,242,"liberal"
"574089","liberal",1,38,"liberal"
"574089","liberal",1,169,"liberal"
"574089","liberal",1,187,"liberal"
"574089","liberal",-1,116,"liberal"
"574089","liberal",-1,228,"liberal"
"574089","liberal",-1,120,"liberal"
"574089","liberal",1,28,"liberal"
"574089","liberal",-1,57,"liberal"
"574089","liberal",-1,55,"liberal"
"574089","liberal",1,113,"liberal"
"574089","liberal",1,131,"liberal"
"574089","liberal",-1,133,"liberal"
"574089","liberal",1,227,"liberal"
"574089","liberal",-1,249,"liberal"
"574089","liberal",-1,183,"liberal"
"574089","liberal",-1,12,"liberal"
"574089","liberal",-1,45,"liberal"
"574089","liberal",-1,77,"liberal"
"574089","liberal",1,229,"liberal"
"574089","liberal",1,192,"liberal"
"574089","liberal",1,79,"liberal"
"574089","liberal",-1,132,"liberal"
"574089","liberal",1,163,"liberal"
"574089","liberal",1,60,"liberal"
"574089","liberal",1,6,"liberal"
"574089","liberal",1,178,"liberal"
"574089","liberal",1,250,"liberal"
"574089","liberal",-1,2,"liberal"
"574089","liberal",1,201,"liberal"
"574089","liberal",-1,76,"liberal"
"574089","liberal",-1,62,"liberal"
"574089","liberal",-1,151,"liberal"
"574089","liberal",1,78,"liberal"
"574089","liberal",-1,149,"liberal"
"574089","liberal",1,238,"liberal"
"574089","liberal",-1,204,"liberal"
"574089","liberal",1,101,"liberal"
"574089","liberal",1,144,"liberal"
"574089","liberal",-1,4,"liberal"
"574089","liberal",-1,134,"liberal"
"574089","liberal",1,188,"liberal"
"574089","liberal",-1,193,"liberal"
"574089","liberal",1,108,"liberal"
"574089","liberal",-1,141,"liberal"
"574089","liberal",1,15,"liberal"
"574089","liberal",1,99,"liberal"
"574089","liberal",1,158,"liberal"
"574089","liberal",-1,3,"liberal"
"574089","liberal",1,223,"liberal"
"574089","liberal",-1,191,"liberal"
"574089","liberal",1,54,"liberal"
"574089","liberal",-1,43,"liberal"
"574089","liberal",1,129,"liberal"
"574089","liberal",1,72,"liberal"
"574089","liberal",1,139,"liberal"
"574089","liberal",-1,153,"liberal"
"574089","liberal",1,34,"liberal"
"574089","liberal",-1,70,"liberal"
"574089","liberal",1,5,"liberal"
"574089","liberal",-1,217,"liberal"
"574089","liberal",-1,90,"liberal"
"574089","liberal",1,107,"liberal"
"574089","liberal",-1,155,"liberal"
"574089","liberal",-1,177,"liberal"
"574089","liberal",-1,159,"liberal"
"574089","liberal",1,170,"liberal"
"574089","liberal",1,41,"liberal"
"574089","liberal",-1,166,"liberal"
"574089","liberal",1,240,"liberal"
"574089","liberal",-1,71,"liberal"
"574089","liberal",1,64,"liberal"
"574089","liberal",1,161,"liberal"
"574089","liberal",-1,135,"liberal"
"574089","liberal",1,21,"liberal"
"574089","liberal",-1,225,"liberal"
"574089","liberal",-1,44,"liberal"
"574089","liberal",1,75,"liberal"
"574089","liberal",1,80,"liberal"
"574089","liberal",1,63,"liberal"
"574089","liberal",-1,32,"liberal"
"574089","liberal",1,226,"liberal"
"574089","liberal",1,137,"liberal"
"574089","liberal",-1,221,"liberal"
"574089","liberal",1,14,"liberal"
"574089","liberal",1,69,"liberal"
"574089","liberal",1,245,"liberal"
"574089","liberal",-1,88,"liberal"
"574089","liberal",-1,195,"liberal"
"574089","liberal",-1,222,"liberal"
"574089","liberal",-1,206,"liberal"
"574089","liberal",-1,92,"liberal"
"574089","liberal",-1,102,"liberal"
"574089","liberal",-1,128,"liberal"
"574089","liberal",-1,17,"liberal"
"574089","liberal",-1,154,"liberal"
"574089","liberal",1,83,"liberal"
"574089","liberal",-1,150,"liberal"
"574089","liberal",1,174,"liberal"
"574089","liberal",-1,16,"liberal"
"574089","liberal",1,13,"liberal"
"574089","liberal",1,73,"liberal"
"574089","liberal",-1,39,"liberal"
"574089","liberal",-1,198,"liberal"
"574089","liberal",-1,247,"liberal"
"574089","liberal",1,143,"liberal"
"574089","liberal",1,186,"liberal"
"574089","liberal",1,20,"liberal"
"574089","liberal",-1,48,"liberal"
"574089","liberal",1,110,"liberal"
"574089","liberal",-1,23,"liberal"
"574089","liberal",-1,214,"liberal"
"574089","liberal",-1,140,"liberal"
"574089","liberal",-1,203,"liberal"
"574089","liberal",-1,115,"liberal"
"574089","liberal",-1,127,"liberal"
"574089","liberal",1,138,"liberal"
"574089","liberal",1,207,"liberal"
"574089","liberal",-1,231,"liberal"
"574089","liberal",-1,220,"liberal"
"574089","liberal",1,104,"liberal"
"574089","liberal",1,208,"liberal"
"574089","liberal",-1,218,"liberal"
"574089","liberal",1,46,"liberal"
"574089","liberal",-1,182,"liberal"
"574089","liberal",1,37,"liberal"
"574089","liberal",-1,142,"liberal"
"574089","liberal",-1,232,"liberal"
"574089","liberal",-1,235,"liberal"
"574089","liberal",-1,211,"liberal"
"574089","liberal",1,51,"liberal"
"574089","liberal",1,171,"liberal"
"574089","liberal",1,165,"liberal"
"574089","liberal",1,114,"liberal"
"574089","liberal",-1,196,"liberal"
"574089","liberal",1,147,"liberal"
"574089","liberal",-1,130,"liberal"
"574089","liberal",-1,31,"liberal"
"574089","liberal",1,197,"liberal"
"574089","liberal",1,47,"liberal"
"574089","liberal",1,89,"liberal"
"574089","liberal",1,234,"liberal"
"574089","liberal",1,213,"liberal"
"574089","liberal",1,22,"liberal"
"574089","liberal",-1,42,"liberal"
"574089","liberal",1,100,"liberal"
"574089","liberal",-1,179,"liberal"
"574089","liberal",1,190,"liberal"
"574089","liberal",1,111,"liberal"
"574089","liberal",1,91,"liberal"
"574089","liberal",-1,194,"liberal"
"574089","liberal",1,173,"liberal"
"574089","liberal",1,67,"liberal"
"574089","liberal",1,123,"liberal"
"574089","liberal",-1,36,"liberal"
"574089","liberal",1,1,"liberal"
"574089","liberal",-1,202,"liberal"
"648338","liberal",-1,138,"liberal"
"648338","liberal",1,180,"liberal"
"648338","liberal",1,87,"liberal"
"648338","liberal",-1,142,"liberal"
"648338","liberal",1,238,"liberal"
"648338","liberal",-1,77,"liberal"
"648338","liberal",1,135,"liberal"
"648338","liberal",1,59,"liberal"
"648338","liberal",-1,223,"liberal"
"648338","liberal",1,67,"liberal"
"648338","liberal",1,190,"liberal"
"648338","liberal",-1,172,"liberal"
"648338","liberal",-1,70,"liberal"
"648338","liberal",1,176,"liberal"
"648338","liberal",-1,58,"liberal"
"648338","liberal",1,217,"liberal"
"648338","liberal",-1,117,"liberal"
"648338","liberal",1,215,"liberal"
"648338","liberal",1,127,"liberal"
"648338","liberal",-1,95,"liberal"
"648338","liberal",-1,100,"liberal"
"648338","liberal",1,192,"liberal"
"648338","liberal",1,197,"liberal"
"648338","liberal",1,183,"liberal"
"648338","liberal",1,27,"liberal"
"648338","liberal",1,73,"liberal"
"648338","liberal",-1,195,"liberal"
"648338","liberal",-1,80,"liberal"
"648338","liberal",1,160,"liberal"
"648338","liberal",1,20,"liberal"
"648338","liberal",1,158,"liberal"
"648338","liberal",-1,153,"liberal"
"648338","liberal",1,99,"liberal"
"648338","liberal",-1,33,"liberal"
"648338","liberal",1,213,"liberal"
"648338","liberal",1,68,"liberal"
"648338","liberal",-1,83,"liberal"
"648338","liberal",1,81,"liberal"
"648338","liberal",-1,62,"liberal"
"648338","liberal",1,130,"liberal"
"648338","liberal",1,218,"liberal"
"648338","liberal",1,205,"liberal"
"648338","liberal",-1,8,"liberal"
"648338","liberal",-1,157,"liberal"
"648338","liberal",-1,234,"liberal"
"648338","liberal",-1,237,"liberal"
"648338","liberal",-1,13,"liberal"
"648338","liberal",-1,167,"liberal"
"648338","liberal",1,63,"liberal"
"648338","liberal",-1,187,"liberal"
"648338","liberal",1,43,"liberal"
"648338","liberal",1,111,"liberal"
"648338","liberal",1,229,"liberal"
"648338","liberal",-1,24,"liberal"
"648338","liberal",-1,202,"liberal"
"648338","liberal",1,119,"liberal"
"648338","liberal",-1,155,"liberal"
"648338","liberal",1,7,"liberal"
"648338","liberal",1,233,"liberal"
"648338","liberal",-1,151,"liberal"
"648338","liberal",-1,132,"liberal"
"648338","liberal",1,76,"liberal"
"648338","liberal",1,133,"liberal"
"648338","liberal",1,143,"liberal"
"648338","liberal",1,200,"liberal"
"648338","liberal",-1,140,"liberal"
"648338","liberal",-1,128,"liberal"
"648338","liberal",1,69,"liberal"
"648338","liberal",-1,131,"liberal"
"648338","liberal",1,104,"liberal"
"648338","liberal",-1,219,"liberal"
"648338","liberal",-1,97,"liberal"
"648338","liberal",1,79,"liberal"
"648338","liberal",-1,144,"liberal"
"648338","liberal",-1,65,"liberal"
"648338","liberal",1,101,"liberal"
"648338","liberal",-1,145,"liberal"
"648338","liberal",-1,248,"liberal"
"648338","liberal",1,244,"liberal"
"648338","liberal",1,113,"liberal"
"648338","liberal",1,146,"liberal"
"648338","liberal",-1,9,"liberal"
"648338","liberal",-1,175,"liberal"
"648338","liberal",-1,211,"liberal"
"648338","liberal",1,10,"liberal"
"648338","liberal",1,245,"liberal"
"648338","liberal",-1,125,"liberal"
"648338","liberal",-1,2,"liberal"
"648338","liberal",1,203,"liberal"
"648338","liberal",1,121,"liberal"
"648338","liberal",1,93,"liberal"
"648338","liberal",1,16,"liberal"
"648338","liberal",1,106,"liberal"
"648338","liberal",1,230,"liberal"
"648338","liberal",-1,25,"liberal"
"648338","liberal",-1,96,"liberal"
"648338","liberal",-1,105,"liberal"
"648338","liberal",-1,242,"liberal"
"648338","liberal",1,216,"liberal"
"648338","liberal",1,118,"liberal"
"648338","liberal",1,179,"liberal"
"648338","liberal",-1,168,"liberal"
"648338","liberal",1,199,"liberal"
"648338","liberal",-1,78,"liberal"
"648338","liberal",1,164,"liberal"
"648338","liberal",1,193,"liberal"
"648338","liberal",1,163,"liberal"
"648338","liberal",-1,6,"liberal"
"648338","liberal",1,60,"liberal"
"648338","liberal",1,28,"liberal"
"648338","liberal",1,150,"liberal"
"648338","liberal",1,4,"liberal"
"648338","liberal",1,152,"liberal"
"648338","liberal",-1,214,"liberal"
"648338","liberal",1,35,"liberal"
"648338","liberal",-1,243,"liberal"
"648338","liberal",1,235,"liberal"
"648338","liberal",1,39,"liberal"
"648338","liberal",-1,207,"liberal"
"648338","liberal",-1,29,"liberal"
"648338","liberal",1,85,"liberal"
"648338","liberal",1,208,"liberal"
"648338","liberal",-1,232,"liberal"
"648338","liberal",-1,42,"liberal"
"648338","liberal",-1,206,"liberal"
"648338","liberal",-1,209,"liberal"
"648338","liberal",-1,171,"liberal"
"648338","liberal",1,115,"liberal"
"648338","liberal",1,46,"liberal"
"648338","liberal",1,162,"liberal"
"648338","liberal",1,201,"liberal"
"648338","liberal",-1,224,"liberal"
"648338","liberal",1,72,"liberal"
"648338","liberal",-1,136,"liberal"
"648338","liberal",-1,1,"liberal"
"648338","liberal",1,116,"liberal"
"648338","liberal",-1,49,"liberal"
"648338","liberal",-1,250,"liberal"
"648338","liberal",-1,37,"liberal"
"648338","liberal",-1,12,"liberal"
"648338","liberal",1,177,"liberal"
"648338","liberal",1,5,"liberal"
"648338","liberal",1,112,"liberal"
"648338","liberal",-1,126,"liberal"
"648338","liberal",-1,48,"liberal"
"648338","liberal",-1,53,"liberal"
"648338","liberal",-1,19,"liberal"
"648338","liberal",1,225,"liberal"
"648338","liberal",-1,161,"liberal"
"648338","liberal",-1,61,"liberal"
"648338","liberal",-1,240,"liberal"
